user_id,campaign,medium,source,fecha
,(organic),organic,google,2025-09-18
,(direct),(none),(direct),2025-09-18
,(referral),referral,pse.todo1.com,2025-09-18
,(direct),(none),(direct),2025-09-18
,(referral),referral,pse.todo1.com,2025-09-18
110402160708000,(direct),(none),(direct),2025-09-18
,pymes-canal-negocios,wtrack,email,2025-09-18
,(direct),(none),(direct),2025-09-18
,(direct),(none),(direct),2025-09-18
,pymes-canal-negocios,wtrack,email,2025-09-18
50727082517000,(direct),(none),(direct),2025-09-19
190509132722000,(direct),(none),(direct),2025-09-19
50727082517000,(direct),(none),(direct),2025-09-19
50727082517000,(direct),(none),(direct),2025-09-19
,personas-adquirencia,wtrack,email,2025-09-19
190509132722000,(direct),(none),(direct),2025-09-19
,(direct),(none),(direct),2025-09-22
,(direct),(none),(direct),2025-09-22
,(direct),(none),(direct),2025-09-24
,(direct),(none),(direct),2025-09-24
,(direct),(none),(direct),2025-09-25
,(direct),(none),(direct),2025-09-25
,(direct),(none),(direct),2025-09-25
,(direct),(none),(direct),2025-09-25
,(direct),(none),(direct),2025-09-25
991129145129000,(direct),(none),(direct),2025-09-26
991129145129000,(direct),(none),(direct),2025-09-26
,(organic),organic,google,2025-10-01
,(organic),organic,bing,2025-10-01
,(direct),(none),(direct),2025-10-01
,(organic),organic,google,2025-10-01
980628235415013,(direct),(none),(direct),2025-10-01
,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,google,2025-10-01
51205171407000,(direct),(none),(direct),2025-10-01
,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,google,2025-10-01
,(direct),(none),(direct),2025-10-01
,(direct),(none),(direct),2025-10-01
,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,google,2025-10-01
,(organic),organic,google,2025-10-01
,(organic),organic,google,2025-10-01
,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,google,2025-10-01
,personas-adquirencia,wtrack,email,2025-10-01
,personas-adquirencia,wtrack,email,2025-10-02
,personas-adquirencia,wtrack,email,2025-10-02
,(direct),(none),(direct),2025-10-02
,(direct),(none),(direct),2025-10-02
,personas-adquirencia,wtrack,email,2025-10-02
,(organic),organic,google,2025-10-05
,(direct),(none),(direct),2025-10-06
211115115813000,(direct),(none),(direct),2025-10-06
,(direct),(none),(direct),2025-10-06
,(direct),(none),(direct),2025-10-06
211115115813000,(direct),(none),(direct),2025-10-06
,(direct),(none),(direct),2025-10-06
,(direct),(none),(direct),2025-10-08
,(direct),(none),(direct),2025-10-08
,,cpc,google,2025-10-08
,personas-adquirencia,wtrack,email,2025-10-08
,personas-adquirencia,wtrack,email,2025-10-08
,(direct),(none),(direct),2025-10-08
,(direct),(none),(direct),2025-10-08
,(direct),(none),(direct),2025-10-08
,(direct),(none),(direct),2025-10-08
210105174944000,Htaccess-9-personas,Redirect,Organic,2025-10-09
,(organic),organic,google,2025-10-09
,(organic),organic,google,2025-10-09
,(organic),organic,google,2025-10-09
,personas-adquirencia,wtrack,email,2025-10-09
200723193521000,pymes-comercios-uso,wtrack,email,2025-10-10
,(direct),(none),(direct),2025-10-10
200723193521000,pymes-comercios-uso,wtrack,email,2025-10-10
200723193521000,pymes-comercios-uso,wtrack,email,2025-10-10
200723193521000,pymes-comercios-uso,wtrack,email,2025-10-10
,(direct),(none),(direct),2025-10-11
,(direct),(none),(direct),2025-10-13
,(organic),organic,bing,2025-10-14
,(organic),organic,bing,2025-10-14
,(organic),organic,bing,2025-10-14
190621095246000,always-on-app-bancolombia-solicitud-documentos-pantalla-tramites-solicitudes,link,app,2025-10-15
,(organic),organic,google,2025-10-15
,(direct),(none),(direct),2025-10-15
,(direct),(none),(direct),2025-10-15
,(direct),(none),(direct),2025-10-15
,(direct),(none),(direct),2025-10-15
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-10-15
ccd3356ea3eb297a82c6176e31fde6e90cf58606a4ad423d22ba8d2901415092c482bf4b34894f8124e43f0e780c31be1f428e43c8e48c7e5cbed99fbdfef930,estacional-personas-otros-productos-tarjetadebito,Empaque,QR,2025-10-15
,(organic),organic,google,2025-10-15
,(direct),(none),(direct),2025-10-15
,(direct),(none),(direct),2025-10-15
170817190910007,(direct),(none),(direct),2025-10-16
170817190910007,(direct),(none),(direct),2025-10-16
,(organic),organic,google,2025-10-16
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-10-16
,(direct),(none),(direct),2025-10-16
,(direct),(none),(direct),2025-10-17
980629003706002,(organic),organic,google,2025-10-17
,personas-llaves-negocios,wtrack,email,2025-10-17
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-10-18
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-10-18
70906144652000,(direct),(none),(direct),2025-10-18
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-10-18
61022113831943,(direct),(none),(direct),2025-10-19
,(organic),organic,google,2025-10-19
,(direct),(none),(direct),2025-10-20
,BANCOLOMBIA_VD_EST_FB_PEF_CPA_CONVERSION_CUENTAS-DE-AHORRO-DAVE_MDO00885_ADSMURAI_020_VENTAS-DIGITALES,cpc,facebook,2025-10-21
,(direct),(none),(direct),2025-10-22
160825144910000,(direct),(none),(direct),2025-10-22
,(direct),(none),(direct),2025-10-22
,(direct),(none),(direct),2025-10-22
,BANCOLOMBIA_USO_AON_FB_CONS_CPC_TRAFICO_QR-COMERCIOS-DAVE_MDO00885_001_NEGOCIO,cpc,facebook,2025-10-22
,(organic),organic,google,2025-10-22
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-10-22
,(direct),(none),(direct),2025-10-22
,personas-gana-un-millon,wtrack,email,2025-10-22
161102104723000,(direct),(none),(direct),2025-10-22
,BANCOLOMBIA_USO_AON_FB_CONS_CPC_TRAFICO_QR-COMERCIOS-DAVE_MDO00885_001_NEGOCIO,cpc,facebook,2025-10-22
160825144910000,(direct),(none),(direct),2025-10-22
,BANCOLOMBIA_USO_AON_FB_CONS_CPC_TRAFICO_QR-COMERCIOS-DAVE_MDO00885_001_NEGOCIO,cpc,facebook,2025-10-22
160825144910000,(direct),(none),(direct),2025-10-22
,personas-gana-un-millon,wtrack,email,2025-10-22
,(organic),organic,google,2025-10-22
,BANCOLOMBIA_PSN_EST_GPMAX_PEF_CPA_CONVERSION_CLAVE-DINAMICA-DAVE_MDO00885_011_NEGOCIO,cpc,google,2025-10-22
,(direct),(none),(direct),2025-10-22
160825144910000,(direct),(none),(direct),2025-10-22
,BANCOLOMBIA_PSN_EST_GPMAX_PEF_CPA_CONVERSION_CLAVE-DINAMICA-DAVE_MDO00885_011_NEGOCIO,cpc,google,2025-10-22
160825144910000,(direct),(none),(direct),2025-10-22
160825144910000,(direct),(none),(direct),2025-10-22
,(direct),(none),(direct),2025-10-22
171206092216000,(direct),(none),(direct),2025-10-22
,BANCOLOMBIA_PSN_EST_GPMAX_PEF_CPA_CONVERSION_CLAVE-DINAMICA-DAVE_MDO00885_011_NEGOCIO,cpc,google,2025-10-22
,(direct),(none),(direct),2025-10-22
,(direct),(none),(direct),2025-10-22
,BANCOLOMBIA_AT_EST_FB_PEF_CPR_EVENTO_PAGOS_MDONEGOCIO_PASALA_GANANDO_023_NEGOCIO,cpc,facebook,2025-10-22
,(direct),(none),(direct),2025-10-22
,(direct),(none),(direct),2025-10-23
110112154906000,(direct),(none),(direct),2025-10-23
,(direct),(none),(direct),2025-10-23
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-10-23
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-10-23
,(direct),(none),(direct),2025-10-23
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-10-23
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-10-23
,(organic),organic,google,2025-10-24
,(direct),(none),(direct),2025-10-24
,(direct),(none),(direct),2025-10-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-10-25
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-10-25
,(direct),(none),(direct),2025-10-26
,(direct),(none),(direct),2025-10-26
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-10-28
,(direct),(none),(direct),2025-10-29
,BANCOLOMBIA_PSN_AON_FB_CONS_CPC_TRAFICO_DIRECCIONAMIENTO_CANALES-FISICOS_MDO00885_019,cpc,facebook,2025-10-29
,(direct),(none),(direct),2025-10-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-10-29
,(direct),(none),(direct),2025-10-29
,(direct),(none),(direct),2025-10-29
,BANCOLOMBIA_PSN_AON_FB_CONS_CPC_TRAFICO_DIRECCIONAMIENTO_CANALES-FISICOS_MDO00885_019,cpc,facebook,2025-10-29
,(direct),(none),(direct),2025-10-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-10-29
160730091308000,(direct),(none),(direct),2025-10-29
,EMAIL_PYMES_INDEPENDIENTES_ESTRATEGIA-5X-RMKTG1_OCTUBRE,link,email,2025-10-29
,(organic),organic,google,2025-10-30
,(direct),(none),(direct),2025-10-30
,EMAIL_PYMES_INDEPENDIENTES_ESTRATEGIA-5X-RMKTG1_OCTUBRE,link,email,2025-10-30
,EMAIL_PYMES_INDEPENDIENTES_ESTRATEGIA-5X-RMKTG1_OCTUBRE,link,email,2025-10-30
,EMAIL_PYMES_INDEPENDIENTES_ESTRATEGIA-5X-RMKTG1_OCTUBRE,link,email,2025-10-30
,(organic),organic,google,2025-10-31
,BANCOLOMBIA_AT_EST_FB_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-10-31
,(organic),organic,google,2025-10-31
,EMAIL_PYMES_INDEPENDIENTES_ESTRATEGIA-5X-RMKTG2_OCTUBRE,link,email,2025-10-31
161102104723000,(direct),(none),(direct),2025-11-01
161102104723000,(direct),(none),(direct),2025-11-01
,BANCOLOMBIA_CONT_EST_FB_CONS_CPC_TRAFICO_PODCAST_MDO00882_EDAP_ABRIL_023_NEGOCIO,cpc,facebook,2025-11-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-01
,BANCOLOMBIA_AT_EST_FB_CONS_CPS_TRAFICO_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-02
,BANCOLOMBIA_AT_EST_FB_CONS_CPS_TRAFICO_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-03
,BANCOLOMBIA_AT_EST_TIKTOK_PEF_CPA_CONVERSION_BRE-B_OIE6500001_013_MEDIA-TEAM,cpc,tiktok,2025-11-04
,(direct),(none),(direct),2025-11-04
,(direct),(none),(direct),2025-11-04
,(direct),(none),(direct),2025-11-04
,(direct),(none),(direct),2025-11-04
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-11-04
,(direct),(none),(direct),2025-11-05
,Htaccess-9-personas,Redirect,Organic,2025-11-05
,personas-adquirencia,wtrack,email,2025-11-05
,(direct),(none),(direct),2025-11-05
,personas-adquirencia,wtrack,email,2025-11-05
,(organic),organic,google,2025-11-05
,(direct),(none),(direct),2025-11-05
,(direct),(none),(direct),2025-11-05
,personas-adquirencia,wtrack,email,2025-11-05
,(direct),(none),(direct),2025-11-05
,(organic),organic,google,2025-11-05
,(direct),(none),(direct),2025-11-05
,EMAIL_PYMES_INDEPENDIENTES_ESTRATEGIA-5X-REMKTING1_NOVIEMBRE,link,email,2025-11-05
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2025-11-05
,(direct),(none),(direct),2025-11-05
,Htaccess-9-personas,Redirect,Organic,2025-11-05
170110185752000,always-on-personas-cuentas-pricing-cambiar-plan,link,app-bancolombia,2025-11-06
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-11-06
,(direct),(none),(direct),2025-11-06
,(organic),organic,google,2025-11-06
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-11-06
,(direct),(none),(direct),2025-11-06
,(direct),(none),(direct),2025-11-06
,(direct),(none),(direct),2025-11-07
,(direct),(none),(direct),2025-11-07
110112154906000,(direct),(none),(direct),2025-11-07
,BANCOLOMBIA_AT_EST_DV360-OPTIMIZED_CONS_CPS_TRAFICO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpm,suscripcionesgratis.com,2025-11-07
,BANCOLOMBIA_AT_EST_FB_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-08
,(direct),(none),(direct),2025-11-08
,(direct),(none),(direct),2025-11-09
,(direct),(none),(direct),2025-11-09
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-09
,(direct),(none),(direct),2025-11-09
,(direct),(none),(direct),2025-11-10
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-10
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-11-10
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-10
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-10
60117123159001,(organic),organic,google,2025-11-11
,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_SVP_023_NEGOCIO,cpc,google,2025-11-11
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-11
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-11
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-12
170719102213000,BANCOLOMBIA_VD_AON_GDG_PEF_CPA_CONVERSION_TDC-PREAPROBADOS_MDO00855_013_VENTAS-DIGITALES,cpc,google,2025-11-12
,(direct),(none),(direct),2025-11-12
,(direct),(none),(direct),2025-11-12
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-11-12
,BANCOLOMBIA_AT_EST_TIKTOK_AWN_CPM_ALCANCE_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,tiktok,2025-11-12
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_PSN_EST_GPMAX_PEF_CPA_CONVERSION_DOMICILIACION_OIE6500002_024_NEGOCIO_2000019996,cpc,google,2025-11-13
,BANCOLOMBIA_USO_EST_FB_PEF_CPA_CONVERSION_QR-COMERCIOS_MDO01080_001_MEDIA-TEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,(direct),(none),(direct),2025-11-13
,(direct),(none),(direct),2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_VD_AON_FB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_ADVANTAGE_022_VENTAS-DIGITALES,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
30603164713000,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_PSN_EST_GPMAX_PEF_CPA_CONVERSION_DOMICILIACION_OIE6500002_024_NEGOCIO_2000019996,cpc,google,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_USO_EST_FB_PEF_CPA_CONVERSION_QR-COMERCIOS_MDO01080_001_MEDIA-TEAM,cpc,facebook,2025-11-13
,(referral),referral,mastercard.tarjetasbancolombia.com,2025-11-13
110520084840000,(referral),referral,lm.facebook.com,2025-11-13
,BANCOLOMBIA_USO_EST_FB_PEF_CPA_CONVERSION_QR-COMERCIOS_MDO01080_001_MEDIA-TEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_MCA_EST_FB_CONS_CPC_TRAFICO_NAVIDAD-2025_MECANICAUSO_NAVIDADMARCA_001_NEGOCIO,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_VD_AON_FB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_ADVANTAGE_022_VENTAS-DIGITALES,cpc,facebook,2025-11-13
111128174325000,(organic),organic,google,2025-11-13
,BANCOLOMBIA_VD_AON_FB_PEF_CPA_CONVERSION_TDC-SOLICITUDES_MDO00855_ADVANTAGE_022_VENTAS-DIGITALES,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
30603164713000,(direct),(none),(direct),2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-13
,(direct),(none),(direct),2025-11-13
